,Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
691,1350.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",2.0,21000000,Ready_to_move,Resale,Apartment,
1243,1650.0,3,3.0,Unfurnished,Chittaranjan Park,5.0,35000000,Ready_to_move,New_Property,Builder_Floor,6878.0
0,800.0,3,2.0,Semi-Furnished,Rohini Sector 25,1.0,6500000,Ready_to_move,New_Property,Builder_Floor,
558,1500.0,3,3.0,Semi-Furnished,Saket,1.0,27000000,Ready_to_move,Resale,Builder_Floor,18000.0
683,3400.0,5,5.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",3.0,70000000,Ready_to_move,New_Property,Apartment,20588.0
392,540.0,2,2.0,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1.0,3000000,Ready_to_move,New_Property,Apartment,5000.0
476,2000.0,4,2.0,Furnished,Vasant Kunj Sector B,1.0,40000000,Ready_to_move,New_Property,Apartment,14358.0
1112,1700.0,3,3.0,Semi-Furnished,Punjabi Bagh,2.0,23000000,Ready_to_move,Resale,Builder_Floor,
519,1530.0,5,2.0,Furnished,"Raghubarpura, Shahdara",,10200000,Ready_to_move,Resale,Builder_Floor,6667.0
107,1400.0,3,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,32500000,Ready_to_move,New_Property,Builder_Floor,183333.0
347,1500.0,5,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,30000000,Ready_to_move,Resale,Builder_Floor,20000.0
1058,1646.0,3,3.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1.0,20000000,Ready_to_move,Resale,Apartment,12151.0
1110,2592.0,4,3.0,Unfurnished,Punjabi Bagh,2.0,42500000,Ready_to_move,Resale,Builder_Floor,
223,1500.0,3,2.0,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1.0,17400000,Ready_to_move,Resale,Apartment,22222.0
961,1050.0,2,2.0,Semi-Furnished,Vasundhara Enclave,1.0,9000000,Ready_to_move,Resale,Apartment,
327,495.1394,1,1.0,Furnished,Shahdara,1.0,1900000,Ready_to_move,Resale,Builder_Floor,41304.0
102,1500.0,3,3.0,Semi-Furnished,Lajpat Nagar 3,1.0,40000000,Ready_to_move,Resale,Builder_Floor,26666.0
1126,4455.0,5,5.0,Semi-Furnished,Punjabi Bagh West,1.0,115000000,Almost_ready,New_Property,Builder_Floor,11905.0
620,800.0,3,2.0,Unfurnished,"DDA Lig Flats, Paschim Vihar",1.0,6300000,Ready_to_move,Resale,Apartment,7875.0
475,1184.0,2,2.0,Semi-Furnished,"Ganga Apartment Sector D Pocket 6, Vasant Kunj",1.0,17000000,Ready_to_move,Resale,Apartment,14358.0
213,1000.0,3,2.0,Unfurnished,"Virat Residency, Dwarka Mor",1.0,4620000,Ready_to_move,New_Property,Apartment,4620.0
707,1500.0,3,3.0,Semi-Furnished,"Project Gangotri Enclave, Alaknanda",2.0,21000000,Ready_to_move,Resale,Apartment,12500.0
135,800.0,2,2.0,Unfurnished,Lajpat Nagar 2,1.0,14500000,Ready_to_move,New_Property,Builder_Floor,7000.0
246,4500.0,4,4.0,Semi-Furnished,New Friends Colony,2.0,75000000,Ready_to_move,New_Property,Builder_Floor,120000.0
1240,1000.0,2,2.0,Semi-Furnished,Chittaranjan Park,1.0,7500000,Ready_to_move,Resale,Apartment,18333.0
1000,750.0,3,2.0,Furnished,"Sukhdev Vihar, Okhla",2.0,13500000,Ready_to_move,Resale,Apartment,16917.0
1130,1000.0,2,2.0,Semi-Furnished,"Punjabi Bagh Enclave, Madipur, Punjabi Bagh",1.0,7800000,Ready_to_move,Resale,Apartment,7800.0
960,1500.0,3,3.0,Semi-Furnished,Vasundhara Enclave,1.0,12000000,Ready_to_move,Resale,Apartment,
1053,1429.0,3,3.0,Unfurnished,"New Moti Nagar, Kirti Nagar",2.0,17500000,Ready_to_move,Resale,Apartment,
933,650.0,2,2.0,Unfurnished,"Dilshad Colony, Dilshad Garden",1.0,6500000,Ready_to_move,Resale,Builder_Floor,
914,100.0,3,2.0,Semi-Furnished,Malviya Nagar,1.0,17000000,Ready_to_move,Resale,Builder_Floor,14888.0
365,1000.0,2,2.0,Unfurnished,Laxmi Nagar,1.0,7500000,Ready_to_move,Resale,Apartment,7778.0
248,10350.0,4,7.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",3.0,160000000,Ready_to_move,New_Property,Apartment,15459.0
736,1500.0,4,2.0,Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2.0,17800000,Ready_to_move,Resale,Apartment,
26,800.0,3,2.0,Semi-Furnished,Rohini Sector 25,1.0,7000000,Ready_to_move,Resale,Builder_Floor,8750.0
1027,987.0,2,2.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,17000000,Ready_to_move,New_Property,Apartment,14366.0
417,810.0,3,2.0,Semi-Furnished,"New Uttam Nagar, Uttam Nagar",1.0,5400000,Ready_to_move,Resale,Builder_Floor,5794.0
844,1000.0,2,2.0,Semi-Furnished,Mahavir Enclave Part 1 carpet area 1000 sqft status Ready to Move floor 2 out of 4 floors transaction Resale furnishing Semi-Furnished facing East car parking 1 Covered bathroom 2 balcony 2 East Facing Property this property is for sale purpose.......................... Contact Owner View Phone No. Share Feedback Owner Twinkle Sudan,1.0,6500000,Ready_to_move,Resale,Builder_Floor,
680,3050.0,5,5.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3.0,65000000,Ready_to_move,New_Property,Apartment,21311.0
837,1100.0,3,2.0,Unfurnished,Mehrauli,1.0,8500000,Ready_to_move,Resale,Builder_Floor,7727.0
3,600.0,2,2.0,Semi-Furnished,Rohini Sector 24,1.0,4200000,Ready_to_move,Resale,Builder_Floor,6667.0
134,900.0,2,2.0,Furnished,Lajpat Nagar 2,2.0,12500000,Ready_to_move,Resale,Builder_Floor,7000.0
355,700.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",2.0,16000000,Ready_to_move,New_Property,Builder_Floor,22857.0
292,1240.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",2.0,26500000,Ready_to_move,New_Property,Builder_Floor,20930.0
698,1800.0,4,2.0,Semi-Furnished,"Tara Apartment, Alaknanda",1.0,21500000,Ready_to_move,Resale,Apartment,
1091,450.0,1,1.0,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1.0,2200000,Ready_to_move,New_Property,Apartment,10556.0
1185,900.0,2,2.0,Unfurnished,Kalkaji,2.0,15000000,Ready_to_move,Resale,Apartment,
1211,4350.0,4,6.0,Semi-Furnished,"Orchid Metropolis, Hauz Khas",2.0,135000000,Ready_to_move,New_Property,Apartment,170000.0
1227,2700.0,4,4.0,Semi-Furnished,"Hauz Khas Enclave, Hauz Khas",2.0,100000000,Ready_to_move,New_Property,Builder_Floor,37037.0
1168,1400.0,3,3.0,Semi-Furnished,Alaknanda,1.0,19000000,Ready_to_move,Resale,Apartment,11538.0
228,2306.0,3,3.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,57000000,Almost_ready,New_Property,Apartment,24718.0
643,1750.0,3,3.0,Furnished,"Green Heavens Apartment, Aashirwaad Chowk, Dwarka",1.0,17200000,Ready_to_move,Resale,Apartment,
225,5025.0,5,6.0,Unfurnished,Greater Kailash 2,4.0,170000000,Almost_ready,New_Property,Builder_Floor,22222.0
226,1000.0,3,2.0,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1.0,5510000,Almost_ready,New_Property,Builder_Floor,22222.0
369,450.0,2,1.0,Semi-Furnished,Laxmi Nagar,2.0,2700000,Ready_to_move,New_Property,Builder_Floor,7778.0
1026,1775.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,25500000,Almost_ready,New_Property,Apartment,14366.0
339,713.0,3,1.0,Unfurnished,"Yamuna Vihar, Shahdara",1.0,8000000,Ready_to_move,Resale,Apartment,11220.0
419,4688.0,5,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.0,135000000,Almost_ready,New_Property,Apartment,28797.0
1078,1138.0,2,2.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2.0,13500000,Ready_to_move,New_Property,Apartment,10838.0
603,450.0,2,2.0,Semi-Furnished,"Paschimpuri, Paschim Vihar",1.0,5000000,Ready_to_move,Resale,Builder_Floor,
1133,17010.0,3,3.0,Semi-Furnished,Punjabi Bagh West,2.0,25000000,Ready_to_move,Resale,Builder_Floor,15278.0
265,2800.0,4,5.0,Semi-Furnished,New Friends Colony,2.0,75000000,Ready_to_move,New_Property,Builder_Floor,23529.0
454,1600.0,4,3.0,Unfurnished,"DDA Flats Pocket 1, Vasant Kunj Sector B",2.0,23500000,Ready_to_move,Resale,Apartment,
63,1387.0,4,4.0,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1.0,5890000,Ready_to_move,New_Property,Apartment,4247.0
1147,1000.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",2.0,19500000,Ready_to_move,Resale,Apartment,
360,450.0,1,2.0,Unfurnished,Laxmi Nagar,1.0,2700000,Ready_to_move,Resale,Builder_Floor,
237,700.0,2,2.0,Semi-Furnished,"Khanpur, Madangir",1.0,2400000,Ready_to_move,New_Property,Builder_Floor,18750.0
650,1585.0,3,3.0,Semi-Furnished,"Sarve Satyam Apartment, Aashirwaad Chowk, Dwarka",1.0,16600000,Ready_to_move,Resale,Apartment,
112,1600.0,3,3.0,Unfurnished,Lajpat Nagar 3,2.0,26000000,Ready_to_move,Resale,Builder_Floor,20000.0
965,1350.0,4,4.0,Semi-Furnished,"Abhimanyu Apartments, Vasundhara Enclave",1.0,10500000,Ready_to_move,Resale,Apartment,
1045,1501.0,3,2.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,20000000,Almost_ready,Resale,Apartment,13324.0
532,1650.0,4,3.0,Furnished,Shahdara,1.0,14000000,Almost_ready,New_Property,Apartment,6667.0
577,1550.0,3,3.0,Semi-Furnished,Safdarjung Enclave,1.0,38000000,Ready_to_move,New_Property,Builder_Floor,14818.0
810,405.0,1,1.0,Semi-Furnished,Mehrauli,,1500000,Ready_to_move,New_Property,Apartment,
126,850.0,2,2.0,Semi-Furnished,Lajpat Nagar 2,2.0,14600000,Ready_to_move,Resale,Builder_Floor,9259.0
259,3500.0,3,3.0,Unfurnished,"Maharani Bagh, New Friends Colony",1.0,45000000,Ready_to_move,Resale,Builder_Floor,15459.0
148,1800.0,3,3.0,Unfurnished,Lajpat Nagar 2,1.0,28500000,Ready_to_move,New_Property,Builder_Floor,7000.0
721,1200.0,10,4.0,Semi-Furnished,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2.0,17000000,Ready_to_move,Resale,Apartment,
376,500.0,2,1.0,Semi-Furnished,Laxmi Nagar,1.0,3700000,Ready_to_move,Resale,Builder_Floor,32000.0
851,810.0,3,2.0,Semi-Furnished,Mahavir Enclave,1.0,4200000,Ready_to_move,New_Property,Apartment,4922.0
694,1250.0,3,3.0,Semi-Furnished,"Narmada Apartment, Alaknanda",2.0,20000000,Ready_to_move,New_Property,Apartment,
137,810.0,2,2.0,Semi-Furnished,Lajpat Nagar 2,1.0,15500000,Ready_to_move,New_Property,Builder_Floor,7000.0
1008,2518.7526,4,5.0,Unfurnished,"Godrej South Estate, Okhla Phase 1",2.0,68900000,Almost_ready,New_Property,Apartment,10320.0
7,650.0,2,2.0,Semi-Furnished,"Delhi Homes, Rohini Sector 24",1.0,4000000,Ready_to_move,New_Property,Apartment,6154.0
502,1800.0,4,3.0,Semi-Furnished,"Vasant Vihar Builder Floor, Vasant Vihar",2.0,55000000,Ready_to_move,Resale,Builder_Floor,30556.0
854,450.0,1,1.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,2100000,Ready_to_move,New_Property,Builder_Floor,4922.0
631,1600.0,3,3.0,Semi-Furnished,"Rajasthan Apartment, Aashirwaad Chowk, Dwarka",1.0,15200000,Ready_to_move,Resale,Apartment,
1075,1550.0,3,2.0,Unfurnished,"New Moti Nagar, Kirti Nagar",3.0,19500000,Ready_to_move,Resale,Apartment,10838.0
371,1700.0,4,3.0,Unfurnished,Laxmi Nagar,2.0,11500000,Ready_to_move,New_Property,Builder_Floor,32000.0
29,2160.0,4,4.0,Furnished,Rohini Sector 19,1.0,21000000,Ready_to_move,New_Property,Builder_Floor,9722.0
411,1001.0,3,2.0,Furnished,"Mitya Homes, Dwarka Mor",1.0,5800000,Ready_to_move,New_Property,Builder_Floor,5794.0
407,729.0,2,2.0,Semi-Furnished,"Mohan Garden, Razapur Khurd",1.0,4800000,Ready_to_move,Resale,Builder_Floor,6584.0
1225,1250.0,3,3.0,Semi-Furnished,"Safdarjung Development Area, Hauz Khas",1.0,24000000,Ready_to_move,Resale,Builder_Floor,17677.0
357,720.0,4,2.0,Furnished,"Yamuna Vihar, Shahdara",2.0,9000000,Ready_to_move,Resale,Builder_Floor,12500.0
353,720.0,6,5.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22000000,Ready_to_move,Resale,Builder_Floor,35714.0
788,1175.0,3,3.0,Unfurnished,"JVTS Gardens, Chhattarpur",4.0,5000000,Almost_ready,New_Property,Builder_Floor,
153,100.0,3,2.0,Furnished,Budh Vihar Phase 1,1.0,4300000,Ready_to_move,New_Property,Builder_Floor,43000.0
566,1500.0,3,3.0,Semi-Furnished,Saket,2.0,30000000,Ready_to_move,Resale,Builder_Floor,12500.0
542,2600.0,4,4.0,Semi-Furnished,Saket,3.0,75000000,Ready_to_move,New_Property,Builder_Floor,28846.0
343,2430.0,4,3.0,Furnished,"Yamuna Vihar, Shahdara",1.0,25000000,Ready_to_move,Resale,Builder_Floor,10288.0
305,1425.0,3,3.0,Semi-Furnished,"Naveen Shahdara, Shahdara",1.0,9300000,Ready_to_move,Resale,Builder_Floor,6526.0
612,585.0,2,2.0,Unfurnished,"Paschimpuri, Paschim Vihar",2.0,7000000,Ready_to_move,Resale,Apartment,14722.0
950,800.0,2,2.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",1.0,7500000,Ready_to_move,Resale,Apartment,9375.0
280,1200.0,3,2.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,17000000,Ready_to_move,Resale,Builder_Floor,21409.0
1076,1470.0,3,2.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2.0,14200000,Ready_to_move,New_Property,Apartment,10838.0
1120,2250.0,4,4.0,Unfurnished,Punjabi Bagh,2.0,37500000,Ready_to_move,New_Property,Builder_Floor,11905.0
1256,875.0,3,3.0,Semi-Furnished,Chittaranjan Park,3.0,17500000,Ready_to_move,New_Property,Builder_Floor,12916.0
56,850.0,2,2.0,Semi-Furnished,Lajpat Nagar 2,1.0,14600000,Ready_to_move,Resale,Builder_Floor,22000.0
400,900.0,3,2.0,Semi-Furnished,"SB Residency, Dwarka Mor",1.0,2800000,Ready_to_move,New_Property,Builder_Floor,6111.0
572,2100.0,4,4.0,Semi-Furnished,Safdarjung Enclave,3.0,55000000,Ready_to_move,New_Property,Builder_Floor,25000.0
473,1000.0,2,2.0,Furnished,"Kishangarh, Vasant Kunj",1.0,5000000,Ready_to_move,Resale,Builder_Floor,21818.0
468,550.0,1,2.0,Furnished,Vasant Kunj Sector D,1.0,7500000,Ready_to_move,Resale,Apartment,20833.0
984,1460.0,3,3.0,Unfurnished,Vasundhara Enclave,1.0,12000000,Ready_to_move,Resale,Apartment,9655.0
1009,588.0,2,2.0,Unfurnished,"Jamia Nagar, Okhla",2.0,1800000,Ready_to_move,New_Property,Apartment,10320.0
1187,1150.0,2,3.0,Semi-Furnished,"Deshbandhu Apartments, Kalkaji",2.0,16100000,Ready_to_move,Resale,Apartment,10000.0
940,800.0,3,2.0,Semi-Furnished,Dilshad Garden,1.0,9030000,Ready_to_move,Resale,Apartment,9200.0
776,900.0,2,2.0,Semi-Furnished,"Indra Park Palam, Manglapuri",1.0,3100000,Ready_to_move,Resale,Builder_Floor,3444.0
847,600.0,2,2.0,Semi-Furnished,Mahavir Enclave,1.0,3000000,Ready_to_move,New_Property,Apartment,
504,22050.0,4,4.0,Semi-Furnished,Greater Kailash 1,2.0,51000000,Almost_ready,New_Property,Builder_Floor,30556.0
1186,800.0,2,2.0,Semi-Furnished,"Kalkaji super area 800 sqft status Ready to Move floor 3 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - West overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 2 ownership Freehold 2 bhk flat for sale in kalkaji this is third floor with 2 bed room and bathrooms very peace full location and posh. The Summer Fields School is considered as among the best school of New Delhi and is located just beside to this property. Within the range of 4-5km, you will find some of the well-equipped hospitals which include AIMS Hospital and Moolchand Hospital.for more information about this flat please call me feel free. read more Contact Agent View Phone No. Share Feedback Agent Rose Estate 100+ Buyers Served",1.0,8000000,Ready_to_move,Resale,Builder_Floor,10000.0
720,1600.0,4,2.0,Semi-Furnished,"DDA Flats, Sarita Vihar, Mathura Road carpet area 1600 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Semi-Furnished facing North - East overlooking Main Road society DDA Flats car parking 2 Open bathroom 2 balcony 2 ownership Freehold For sale First second third duplex in sarita vihar DDA Flates . this house free hold property clear titel . this flate well maintained and spacious peacefull location . no issue light water and parking read more Contact Agent View Phone No. Share Feedback Shree Balaji Real Estate Pvt. Ltd. Has Maximum Property Options Is the Top Agent of the Locality Is Trusted by All Users 21 Property Options in Sarita Vihar, Mathura Road Shree Balaji Real Estate Pvt. Ltd. Certified Agent Locality Superstar Maximum options in Sarita Vihar, Mathura Road",2.0,15800000,Ready_to_move,Resale,Apartment,
903,2750.0,4,5.0,Unfurnished,"Geetanjali Enclave, Malviya Nagar",2.0,75000000,Almost_ready,New_Property,Builder_Floor,
1005,2907.0,4,4.0,Semi-Furnished,"Sukhdev Vihar, Okhla",1.0,30000000,Ready_to_move,Resale,Apartment,10320.0
648,1380.0,3,2.0,Semi-Furnished,"Aashirwaad Chowk, Dwarka",1.0,15000000,Ready_to_move,Resale,Apartment,
679,3405.0,5,4.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",3.0,71500000,Ready_to_move,Resale,Apartment,20999.0
550,1500.0,3,2.0,Semi-Furnished,Saket,1.0,28500000,Ready_to_move,New_Property,Builder_Floor,28846.0
838,600.0,2,2.0,Unfurnished,Mehrauli,1.0,3200000,Ready_to_move,Resale,Builder_Floor,5333.0
1116,1620.0,3,3.0,Semi-Furnished,"Punjabi Bagh Extension, Punjabi Bagh",1.0,29000000,Ready_to_move,New_Property,Builder_Floor,11905.0
781,1305.0,4,3.0,Unfurnished,"JVTS Gardens, Chhattarpur",1.0,5500000,Almost_ready,New_Property,Builder_Floor,
300,750.0,2,2.0,Semi-Furnished,"Jyoti Nagar West, Shahdara",,9200000,Ready_to_move,Resale,Builder_Floor,
1017,3150.0,4,5.0,Semi-Furnished,"Sukhdev Vihar, Okhla",3.0,61500000,Ready_to_move,New_Property,Builder_Floor,5556.0
1002,1512.0,2,2.0,Unfurnished,"Godrej South Estate, Okhla",1.0,30000000,Almost_ready,New_Property,Apartment,19841.0
570,1300.0,3,3.0,Semi-Furnished,"Arjun Nagar, Safdarjung Enclave",1.0,32500000,Ready_to_move,New_Property,Builder_Floor,
163,4050.0,6,3.0,Furnished,Budh Vihar Phase 1,1.0,5100000,Ready_to_move,Resale,Builder_Floor,1259.0
636,1500.0,3,3.0,Semi-Furnished,"Bank Apartments, Aashirwaad Chowk, Dwarka",1.0,14000000,Ready_to_move,Resale,Apartment,
666,2500.0,4,4.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",2.0,52500000,Ready_to_move,Resale,Apartment,21000.0
336,713.0,2,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",1.0,6000000,Ready_to_move,New_Property,Builder_Floor,4444.0
59,1100.0,3,3.0,Unfurnished,"Vikram Vihar, Lajpat Nagar",1.0,22500000,Ready_to_move,New_Property,Builder_Floor,22000.0
1128,807.2925,2,1.0,Semi-Furnished,"Punjabi Bagh Extension, Punjabi Bagh",1.0,8000000,Ready_to_move,Resale,Builder_Floor,9909.0
1170,700.0,2,2.0,Semi-Furnished,"Govindpuri Extension, Kalkaji",1.0,3800000,Ready_to_move,New_Property,Builder_Floor,
53,1143.0,3,3.0,Unfurnished,"Vikram Vihar, Lajpat Nagar",2.0,22000000,Ready_to_move,New_Property,Builder_Floor,22000.0
490,976.0,2,2.0,Furnished,"Godrej South Estate, Okhla",1.0,24900000,Ready_to_move,New_Property,Apartment,25512.0
326,1150.0,2,2.0,Semi-Furnished,"Ahinsha Vatika, Ram Nagar, Shahdara",1.0,7300000,Ready_to_move,Resale,Apartment,6347.0
449,2000.0,4,4.0,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector B",2.0,36500000,Ready_to_move,Resale,Apartment,
855,500.0,2,2.0,Semi-Furnished,Mahavir Enclave Part 1,1.0,3200000,Ready_to_move,Resale,Apartment,4922.0
938,405.0,1,1.0,Unfurnished,"Dilshad Colony, Dilshad Garden",1.0,2500000,Ready_to_move,Resale,Apartment,9200.0
1042,950.0,2,2.0,Furnished,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",1.0,12500000,Ready_to_move,Resale,Apartment,8761.0
823,1170.0,3,3.0,Unfurnished,"Andheria Mor, Mehrauli",5.0,7200000,Almost_ready,New_Property,Builder_Floor,8060.0
826,1350.0,3,3.0,Unfurnished,Mehrauli,1.0,8500000,Ready_to_move,New_Property,Apartment,8060.0
437,1800.0,3,3.0,Unfurnished,Patel Nagar West,3.0,21100000,Ready_to_move,Resale,Builder_Floor,11722.0
670,1850.0,3,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",2.0,37500000,Ready_to_move,Resale,Apartment,20270.0
563,1800.0,3,3.0,Unfurnished,Saket,1.0,32500000,Ready_to_move,New_Property,Builder_Floor,18055.0
1054,2430.0,4,5.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2.0,42500000,Ready_to_move,Resale,Apartment,
1175,1800.0,2,2.0,Furnished,Kalkaji,1.0,21000000,Ready_to_move,Resale,Builder_Floor,
786,800.0,2,2.0,Semi-Furnished,Chhattarpur,1.0,3000000,Ready_to_move,New_Property,Builder_Floor,
873,559.7228,2,2.0,Furnished,Narela,3.0,2850000,Ready_to_move,Resale,Apartment,5092.0
1152,1400.0,3,2.0,Unfurnished,Alaknanda,1.0,19000000,Ready_to_move,Resale,Apartment,12500.0
819,1050.0,3,2.0,Unfurnished,Mehrauli,2.0,5600000,Ready_to_move,New_Property,Builder_Floor,3294.0
219,540.0,2,2.0,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1.0,3300000,Ready_to_move,New_Property,Apartment,6111.0
1085,1800.0,3,4.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,19000000,Ready_to_move,Resale,Apartment,10556.0
820,1675.0,4,3.0,Furnished,Mehrauli,2.0,13500000,Ready_to_move,Resale,Builder_Floor,8060.0
586,900.0,3,3.0,Semi-Furnished,Krishna Nagar-Safdarjung Enclave,1.0,12500000,Ready_to_move,New_Property,Builder_Floor,14818.0
282,2799.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,43000000,Ready_to_move,New_Property,Builder_Floor,15363.0
941,1076.39,3,2.0,Unfurnished,"Dilshad Colony, Dilshad Garden",10.0,9300000,Ready_to_move,Resale,Builder_Floor,8640.0
348,1512.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",1.0,22000000,Ready_to_move,Resale,Builder_Floor,14550.0
1029,5236.0,5,7.0,Unfurnished,"The Amaryllis, Karol Bagh",3.0,73700000,Almost_ready,New_Property,Apartment,14092.0
4,650.0,2,2.0,Semi-Furnished,"Rohini Sector 24 carpet area 650 sqft status Ready to Move floor 4 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 1 Open bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2BHK Newly build property for Sale. A House is waiting for a Friendly Family to make it a lovely home.So please come and make his house feel alive once again. read more Contact Agent View Phone No. Share Feedback Garima properties Certified Agent Trusted by Users Genuine Listings Market Knowledge",1.0,6200000,Ready_to_move,New_Property,Builder_Floor,6667.0
1172,1260.0,3,3.0,Semi-Furnished,Kalkaji,2.0,16500000,Ready_to_move,Resale,Builder_Floor,
1073,1753.0,3,3.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1.0,19000000,Ready_to_move,Resale,Apartment,10838.0
463,600.0,1,2.0,Unfurnished,"E2 Vasant Kunj, Vasant Kunj",2.0,7000000,Ready_to_move,New_Property,Apartment,20833.0
1098,1650.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,1.0,22500000,Ready_to_move,Resale,Builder_Floor,15882.0
994,2500.0,4,4.0,Semi-Furnished,"Sukhdev Vihar, Okhla",2.0,75000000,Ready_to_move,Resale,Builder_Floor,30000.0
1228,1450.0,3,3.0,Semi-Furnished,"Safdarjung Development Area, Hauz Khas",1.0,45000000,Ready_to_move,New_Property,Builder_Floor,37037.0
517,1800.0,4,2.0,Furnished,"Rajgarh Colony, Shahdara",,17500000,Ready_to_move,Resale,Builder_Floor,9722.0
653,1800.0,4,3.0,Semi-Furnished,"Neelachal, Aashirwaad Chowk, Dwarka",1.0,16500000,Ready_to_move,Resale,Apartment,
573,1800.0,4,4.0,Semi-Furnished,Safdarjung Enclave,2.0,87500000,Ready_to_move,New_Property,Builder_Floor,25000.0
647,1214.0,2,2.0,Furnished,"Defence Officers Apartment, Aashirwaad Chowk, Dwarka",1.0,12600000,Ready_to_move,Resale,Apartment,
595,880.0,3,2.0,Unfurnished,"Arjun Nagar, Safdarjung Enclave",1.0,11000000,Ready_to_move,Resale,Builder_Floor,14818.0
890,900.0,2,2.0,Unfurnished,Narela Sector A9,1.0,4600000,Ready_to_move,Resale,Apartment,4270.0
227,1135.0,3,3.0,Furnished,"The Amaryllis, Karol Bagh",2.0,25000000,Almost_ready,Resale,Apartment,22222.0
534,852.0,2,2.0,Unfurnished,Shahdara How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. super area 852 sqft status Ready to Move transaction Resale ownership Freehold bathroom 2 Contact Now Enquire Now Auction By,1.0,2670000,Ready_to_move,Resale,Apartment,6667.0
1188,900.0,3,3.0,Semi-Furnished,"Govindpuri Extension, Kalkaji",1.0,6800000,Ready_to_move,New_Property,Builder_Floor,10000.0
276,1440.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",3.0,26000000,Ready_to_move,New_Property,Builder_Floor,20000.0
284,1200.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",1.0,25000000,Ready_to_move,New_Property,Builder_Floor,20833.0
470,1100.0,2,2.0,Semi-Furnished,Vasant Kunj Sector C,2.0,24000000,Ready_to_move,Resale,Apartment,21818.0
1149,1500.0,3,3.0,Unfurnished,Alaknanda,1.0,26500000,Ready_to_move,New_Property,Apartment,
426,2000.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",1.0,37500000,Ready_to_move,Resale,Apartment,23840.0
800,900.0,2,2.0,Semi-Furnished,Chhattarpur,1.0,3500000,Ready_to_move,New_Property,Builder_Floor,4138.0
281,4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",2.0,47500000,Ready_to_move,Resale,Builder_Floor,95000.0
932,400.0,1,1.0,Semi-Furnished,"Dilshad Colony, Dilshad Garden",1.0,3500000,Ready_to_move,Resale,Apartment,
